Yr,Rnd,Pick,DP,DP Normalizado,Tm,Tm #,Tm # Normalizado,Player,Pos,Pos #,Pos # Normalizado,Age,Age Normalizado,To,College/Univ,College #,College # Norm,Conference,C#,C# Norm,Grade,SPORQ,SPORQ Normalizado,CarAV,AvgAV (NO SIRVE),AAV Cat,Alt1AvgAV,Alt1AAV Cat,Alt2AvgAV,Alt2AAV Cat,AAV 5Cat
2018,3,89,6,"0,5555555556",LAR,32,"0,9696969697",Joseph Noteboom\NoteJo00,T,10,"0,7142857143",23,"0,5",2018,TCU,60,"0,3773584906",Big12,4,"0,2857142857","0,4806629834","179,7674941","0,4987817108",2,2,0,2,0,2,0,0
2018,3,92,6,"0,5555555556",PIT,15,"0,4545454545",Chukwuma Okorafor\OkorCh00,T,10,"0,7142857143",21,"0,1666666667",2018,West. Michigan,77,"0,4842767296",MAC,12,"0,8571428571","0,4392265193","167,3247811","0,3631155343",2,2,0,2,0,2,0,0
2018,3,96,6,"0,5555555556",BUF,4,"0,1212121212",Harrison Phillips\PhilHa00,DT,4,"0,2857142857",22,"0,3333333333",2018,Stanford,0,0,PAC12,0,0,"0,5027624309","191,9572128","0,6316894238",2,2,0,2,0,2,0,0
2018,3,97,6,"0,5555555556",ARI,28,"0,8484848485",Mason Cole\ColeMa02,C,12,"0,8571428571",22,"0,3333333333",2018,Michigan,41,"0,2578616352",Big10,6,"0,4285714286","0,4281767956","168,1992631","0,3726502418",4,4,0,4,0,4,0,1
2018,4,101,7,"0,6666666667",CAR,3,"0,09090909091",Ian Thomas\ThomIa00,TE,11,"0,7857142857",22,"0,3333333333",2018,Indiana,148,"0,9308176101",Big10,6,"0,4285714286","0,5","204,072018","0,7637803352",3,3,0,3,0,3,0,1
2018,4,103,7,"0,6666666667",HOU,16,"0,4848484848",Keke Coutee\CoutKe00,WR,2,"0,1428571429",21,"0,1666666667",2018,Texas Tech,115,"0,7232704403",Big12,4,"0,2857142857","0,4447513812","173,4562136","0,4299681575",2,2,0,2,0,2,0,0
2018,4,104,7,"0,6666666667",IND,0,0,Nyheim Hines\HineNy00,RB,3,"0,2142857143",21,"0,1666666667",2018,North Carolina St.,35,"0,2201257862",ACC,2,"0,1428571429","0,4171270718","183,6970814","0,5416270359",6,6,0,6,1,6,1,2
2018,4,106,7,"0,6666666667",DEN,21,"0,6363636364",Josey Jewell\JeweJo00,ILB,5,"0,3571428571",23,"0,5",2018,Iowa,12,"0,07547169811",Big10,6,"0,4285714286","0,3977900552","186,2659711","0,5696363168",5,5,0,5,1,5,1,1
2018,4,111,7,"0,6666666667",LAR,32,"0,9696969697",Brian Allen\AlleBr02,C,12,"0,8571428571",22,"0,3333333333",2018,Michigan St.,26,"0,1635220126",Big10,6,"0,4285714286","0,3453038674","166,5105231","0,3542374649",1,1,0,1,0,1,0,0
2018,4,118,7,"0,6666666667",BAL,24,"0,7272727273",Anthony Averett\AverAn00,CB,6,"0,4285714286",23,"0,5",2018,Alabama,80,"0,5031446541",SEC,1,"0,07142857143","0,4640883978","171,0426744","0,403652704",1,1,0,1,0,1,0,0
2018,4,123,7,"0,6666666667",MIA,27,"0,8181818182",Durham Smythe\SmytDu00,TE,11,"0,7857142857",22,"0,3333333333",2018,Notre Dame,15,"0,09433962264",IND,7,"0,5","0,4392265193","182,021418","0,5233568366",0,0,0,0,0,0,0,0
2018,4,124,7,"0,6666666667",KAN,5,"0,1515151515",Armani Watts\WattAr00,S,8,"0,5714285714",22,"0,3333333333",2018,Texas A&M,70,"0,4402515723",SEC,1,"0,07142857143","0,4585635359","176,4499731","0,4626099057",0,0,0,0,0,0,0,0
2018,4,125,7,"0,6666666667",PHI,6,"0,1818181818",Avonte Maddox\MaddAv00,CB,6,"0,4285714286",22,"0,3333333333",2018,Pittsburgh,110,"0,6918238994",ACC,2,"0,1428571429","0,3784530387","192,0156294","0,6323263554",4,4,0,4,0,4,0,1
2018,4,129,7,"0,6666666667",JAX,23,"0,696969697",Will Richardson\RichWi01,T,10,"0,7142857143",22,"0,3333333333",2018,North Carolina St.,35,"0,2201257862",ACC,2,"0,1428571429","0,4751381215","178,76776","0,4878813466",,0,0,0,0,0,0,0
2018,4,131,7,"0,6666666667",MIA,27,"0,8181818182",Kalen Ballage\BallKa00,RB,3,"0,2142857143",22,"0,3333333333",2018,Arizona St.,119,"0,748427673",PAC12,0,0,"0,4005524862","191,2893495","0,6244075344",2,2,0,2,0,2,0,0
2018,4,136,7,"0,6666666667",CAR,3,"0,09090909091",Marquis Haynes\HaynMa01,OLB,5,"0,3571428571",24,"0,6666666667",2018,Mississippi,50,"0,3144654088",SEC,1,"0,07142857143","0,4254143646","187,4260333","0,5822847805",0,0,0,0,0,0,0,0
2018,5,147,8,"0,7777777778",LAR,32,"0,9696969697",Micah Kiser\KiseMi00,ILB,5,"0,3571428571",23,"0,5",2018,Virginia,76,"0,4779874214",ACC,2,"0,1428571429","0,4364640884","196,0300559","0,6760967047",1,1,0,1,0,1,0,0
2018,5,152,8,"0,7777777778",TEN,12,"0,3636363636",Dane Cruikshank\CruiDa00,CB,6,"0,4285714286",23,"0,5",2018,Arizona,66,"0,4150943396",PAC12,0,0,"0,3729281768","194,6462238","0,6610084189",1,1,0,1,0,1,0,0
2018,5,153,8,"0,7777777778",DET,14,"0,4242424242",Tyrell Crosby\CrosTy00,T,10,"0,7142857143",23,"0,5",2018,Oregon,31,"0,1949685535",PAC12,0,0,"0,4668508287","175,887816","0,4564805588",2,2,0,2,0,2,0,0
2018,5,155,8,"0,7777777778",LAC,33,1,Scott Quessenberry\QuesSc00,C,12,"0,8571428571",23,"0,5",2018,UCLA,81,"0,5094339623",PAC12,0,0,"0,4171270718","194,0588932","0,6546045987",1,1,0,1,0,1,0,0
2018,5,158,8,"0,7777777778",CIN,17,"0,5151515152",Andrew Brown\BrowAn05,DE,1,"0,07142857143",22,"0,3333333333",2018,Virginia,76,"0,4779874214",ACC,2,"0,1428571429","0,4337016575","180,0360878","0,5017102586",,0,0,0,0,0,0,0
2018,5,162,8,"0,7777777778",BAL,24,"0,7272727273",Jordan Lasley\LaslJo00,WR,2,"0,1428571429",21,"0,1666666667",2018,UCLA,81,"0,5094339623",PAC12,0,0,"0,3701657459","174,3002711","0,4391711387",,0,0,0,0,0,0,0
2018,5,163,8,"0,7777777778",WAS,26,"0,7878787879",Tim Settle\SettTi00,DT,4,"0,2857142857",21,"0,1666666667",2018,Virginia Tech,16,"0,1006289308",ACC,2,"0,1428571429","0,5110497238","165,4792","0,3429926775",1,1,0,1,0,1,0,0
2018,5,165,8,"0,7777777778",PIT,15,"0,4545454545",Jaylen Samuels\SamuJa00,TE,11,"0,7857142857",22,"0,3333333333",2018,North Carolina St.,35,"0,2201257862",ACC,2,"0,1428571429","0,408839779","192,2071137","0,6344141591",3,3,0,3,0,3,0,1
2018,5,166,8,"0,7777777778",BUF,4,"0,1212121212",Wyatt Teller\TellWy00,G,9,"0,6428571429",23,"0,5",2018,Virginia Tech,16,"0,1006289308",ACC,2,"0,1428571429","0,4226519337","188,3962998","0,5928638517",2,2,0,2,0,2,0,0
2018,5,168,8,"0,7777777778",SEA,8,"0,2424242424",Jamarco Jones\JoneJa08,T,10,"0,7142857143",22,"0,3333333333",2018,Ohio St.,27,"0,1698113208",Big10,6,"0,4285714286","0,455801105","152,5402362","0,2019157479",,0,0,0,0,0,0,0
2018,6,176,9,"0,8888888889",LAR,32,"0,9696969697",John Kelly\KellJo00,RB,3,"0,2142857143",21,"0,1666666667",2018,Tennessee,58,"0,3647798742",SEC,1,"0,07142857143","0,4254143646","179,4351104","0,4951576438",1,1,0,1,0,1,0,0
2018,6,178,9,"0,8888888889",NWE,13,"0,3939393939",Christian Sam\SamxCh00,ILB,5,"0,3571428571",22,"0,3333333333",2018,Arizona St.,119,"0,748427673",PAC12,0,0,"0,3784530387","188,3278233","0,5921172343",,0,0,0,0,0,0,0
2018,6,181,9,"0,8888888889",CHI,11,"0,3333333333",Kylie Fitts\FittKy00,DE,1,"0,07142857143",23,"0,5",2018,Utah,46,"0,2893081761",PAC12,0,0,"0,408839779","201,1939071","0,7323995342",0,0,0,0,0,0,0,0
2018,6,183,9,"0,8888888889",DEN,21,"0,6363636364",Sam Jones\JoneSa00,G,9,"0,6428571429",22,"0,3333333333",2018,Arizona St.,119,"0,748427673",PAC12,0,0,"0,273480663","166,8204522","0,3576167035",0,0,0,0,0,0,0,0
2018,6,185,9,"0,8888888889",IND,0,0,Deon Cain\CainDe00,WR,2,"0,1428571429",22,"0,3333333333",2018,Clemson,20,"0,1257861635",ACC,2,"0,1428571429","0,5110497238","176,1819048","0,4596870864",,0,0,0,0,0,0,0
2018,6,191,9,"0,8888888889",LAC,33,1,Dylan Cantrell\CantDy00,WR,2,"0,1428571429",24,"0,6666666667",2018,Texas Tech,115,"0,7232704403",Big12,4,"0,2857142857","0,3066298343","209,6692313","0,8248082258",,0,0,0,0,0,0,0
2018,6,205,9,"0,8888888889",LAR,32,"0,9696969697",Trevon Young\YounTr00,DE,1,"0,07142857143",23,"0,5",2018,Louisville,111,"0,6981132075",ACC,2,"0,1428571429","0,3397790055","190,1934972","0,6124591682",0,0,0,0,0,0,0,0
2018,6,208,9,"0,8888888889",DAL,2,"0,06060606061",Cedrick Wilson\WilsCe01,WR,2,"0,1428571429",22,"0,3333333333",2018,Boise St.,9,"0,05660377358",MW,5,"0,3571428571","0,4005524862","183,0223273","0,5342700143",,0,0,0,0,0,0,0
2018,6,217,9,"0,8888888889",DEN,21,"0,6363636364",Keishawn Bierria\BierKe00,ILB,5,"0,3571428571",23,"0,5",2018,Washington,62,"0,3899371069",PAC12,0,0,"0,2596685083","177,3434867","0,4723521198",1,1,0,1,0,1,0,0
2018,6,218,9,"0,8888888889",MIN,1,"0,0303030303",Ade Aruna\ArunAd00,DE,1,"0,07142857143",24,"0,6666666667",2018,Tulane,127,"0,7987421384",AA,3,"0,2142857143","0,3591160221","205,5401243","0,7797874848",,0,0,0,0,0,0,0
2018,7,228,10,1,OAK,30,"0,9090909091",Marcell Ateman\AtemMa00,WR,2,"0,1428571429",23,"0,5",2018,Oklahoma St.,109,"0,6855345912",Big12,4,"0,2857142857","0,4171270718","183,6614875","0,5412389463",1,1,0,1,0,1,0,0
2018,7,236,10,1,DAL,2,"0,06060606061",Bo Scarbrough\ScarBo01,RB,3,"0,2142857143",21,"0,1666666667",2018,Alabama,80,"0,5031446541",SEC,1,"0,07142857143","0,4116022099","202,5665519","0,7473658419",,0,0,0,0,0,0,0
2018,7,241,10,1,WAS,26,"0,7878787879",Greg Stroman\StroGr00,CB,6,"0,4285714286",22,"0,3333333333",2018,Virginia Tech,16,"0,1006289308",ACC,2,"0,1428571429","0,3425414365","163,2831462","0,3190485246",2,2,0,2,0,2,0,0
2018,7,245,10,1,NOR,31,"0,9393939394",Will Clapp\ClapWi00,C,12,"0,8571428571",22,"0,3333333333",2018,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,3563535912","165,2090669","0,3400473452",1,1,0,1,0,1,0,0
2018,7,249,10,1,CIN,17,"0,5151515152",Logan Woodside\WoodLo00,QB,0,0,23,"0,5",2018,Toledo,152,"0,9559748428",MAC,12,"0,8571428571","0,2569060773","168,1453505","0,3720624185",,0,0,0,0,0,0,0
2018,7,250,10,1,NWE,13,"0,3939393939",Ryan Izzo\IzzoRy00,TE,11,"0,7857142857",22,"0,3333333333",2018,Florida St.,48,"0,3018867925",ACC,2,"0,1428571429","0,3701657459","180,1619087","0,503082117",,0,0,0,0,0,0,0
2018,7,251,10,1,LAC,33,1,Justin Jackson\JackJu01,RB,3,"0,2142857143",23,"0,5",2018,Northwestern,75,"0,4716981132",Big10,6,"0,4285714286","0,364640884","192,2518589","0,6349020278",3,3,0,3,0,3,0,1
2018,7,256,10,1,WAS,26,"0,7878787879",Trey Quinn\QuinTr00,WR,2,"0,1428571429",22,"0,3333333333",2018,SMU,36,"0,2264150943",AA,3,"0,2142857143","0,3425414365","180,3561205","0,5051996594",1,1,0,1,0,1,0,0
